Gene,GO_ID,GO_term
AT3G45780,GO:0060772,leaf phyllotactic patterning
AT3G45780,GO:0071483,cellular response to blue light
AT3G45780,GO:1901371,regulation of leaf morphogenesis
AT3G45790,GO:0007165,signal transduction
AT3G45800,GO:0008150,biological_process
AT3G45810,GO:0006952,defense response
AT3G45810,GO:0008150,biological_process
AT3G45810,GO:0098869,cellular oxidant detoxification
AT3G45820,GO:0008150,biological_process
AT3G45830,GO:0008150,biological_process
AT3G45840,,
AT3G45850,GO:0007018,microtubule-based movement
AT3G45850,GO:0051231,spindle elongation
AT3G45850,GO:0090307,mitotic spindle assembly
AT3G45851,GO:0008150,biological_process
AT3G45860,GO:0006952,defense response
AT3G45860,GO:0007165,signal transduction
AT3G45860,GO:0009626,plant-type hypersensitive response
AT3G45860,GO:0009751,response to salicylic acid
AT3G45860,GO:0012501,programmed cell death
AT3G45860,GO:0042742,defense response to bacterium
AT3G45860,GO:0080136,priming of cellular response to stress
AT3G45870,GO:0055085,transmembrane transport
AT3G45880,GO:0009266,response to temperature stimulus
AT3G45880,GO:0009737,response to abscisic acid
AT3G45880,GO:0009741,response to brassinosteroid
AT3G45880,GO:0009787,regulation of abscisic acid-activated signaling pathway
AT3G45880,GO:0009966,regulation of signal transduction
AT3G45880,GO:0045814,"negative regulation of gene expression, epigenetic"
AT3G45880,GO:0080022,primary root development
AT3G45880,GO:1900140,regulation of seedling development
AT3G45880,GO:1900457,regulation of brassinosteroid mediated signaling pathway
AT3G45880,GO:2000028,"regulation of photoperiodism, flowering"
AT3G45890,GO:0010224,response to UV-B
AT3G45890,GO:0032502,developmental process
AT3G45900,GO:0008150,biological_process
AT3G45910,GO:0008150,biological_process
AT3G45920,GO:0008150,biological_process
AT3G45930,GO:0006334,nucleosome assembly
AT3G45930,GO:0009414,response to water deprivation
AT3G45940,GO:0005975,carbohydrate metabolic process
AT3G45940,GO:0008150,biological_process
AT3G45950,GO:0000398,"mRNA splicing, via spliceosome"
AT3G45950,GO:0008380,RNA splicing
AT3G45950,GO:0045292,"mRNA cis splicing, via spliceosome"
AT3G45955,,
AT3G45960,GO:0009826,unidimensional cell growth
AT3G45960,GO:0009828,plant-type cell wall loosening
AT3G45970,GO:0009826,unidimensional cell growth
AT3G45970,GO:0009828,plant-type cell wall loosening
AT3G45980,GO:0006325,chromatin organization
AT3G45990,GO:0007015,actin filament organization
AT3G45990,GO:0030042,actin filament depolymerization
AT3G46000,GO:0007015,actin filament organization
AT3G46000,GO:0030042,actin filament depolymerization
AT3G46010,GO:0007015,actin filament organization
AT3G46010,GO:0030042,actin filament depolymerization
AT3G46020,GO:0000398,"mRNA splicing, via spliceosome"
AT3G46030,GO:0006325,chromatin organization
AT3G46040,GO:0006412,translation
AT3G46050,GO:0008150,biological_process
AT3G46060,GO:0006887,exocytosis
AT3G46060,GO:0009873,ethylene-activated signaling pathway
AT3G46070,GO:0006355,regulation of DNA-templated transcription
AT3G46070,GO:0006950,response to stress
AT3G46070,GO:0010200,response to chitin
AT3G46080,GO:0006355,regulation of DNA-templated transcription
AT3G46080,GO:0006950,response to stress
AT3G46080,GO:0009617,response to bacterium
AT3G46080,GO:0010200,response to chitin
AT3G46080,GO:0071456,cellular response to hypoxia
AT3G46080,GO:0071731,response to nitric oxide
AT3G46086,GO:0008150,biological_process
AT3G46090,GO:0006355,regulation of DNA-templated transcription
AT3G46090,GO:0006950,response to stress
AT3G46090,GO:0006979,response to oxidative stress
AT3G46090,GO:0010200,response to chitin
AT3G46090,GO:0045926,negative regulation of growth
AT3G46090,GO:0071456,cellular response to hypoxia
AT3G46100,GO:0006427,histidyl-tRNA aminoacylation
AT3G46110,GO:0006970,response to osmotic stress
AT3G46110,GO:0010229,inflorescence development
AT3G46110,GO:0010600,regulation of auxin biosynthetic process
AT3G46110,GO:0010928,regulation of auxin mediated signaling pathway
AT3G46110,GO:0051258,protein polymerization
AT3G46110,GO:0051302,regulation of cell division
AT3G46110,GO:0090708,specification of plant organ axis polarity
AT3G46110,GO:1902074,response to salt
AT3G46110,GO:1905392,plant organ morphogenesis
AT3G46110,GO:2000024,regulation of leaf development
AT3G46110,GO:2000067,regulation of root morphogenesis
AT3G46120,GO:0016036,cellular response to phosphate starvation
AT3G46130,GO:0006355,regulation of DNA-templated transcription
AT3G46140,GO:0007165,signal transduction
AT3G46150,GO:0008150,biological_process
AT3G46160,GO:0007165,signal transduction
AT3G46170,,
AT3G46180,GO:0046963,3'-phosphoadenosine 5'-phosphosulfate transport
AT3G46180,GO:0055085,transmembrane transport
AT3G46180,GO:1902559,3'-phospho-5'-adenylyl sulfate transmembrane transport
AT3G46190,,
AT3G46200,GO:0071242,cellular response to ammonium ion
AT3G46210,GO:0016075,rRNA catabolic process
AT3G46210,GO:0034475,U4 snRNA 3'-end processing
AT3G46210,GO:0071028,nuclear mRNA surveillance
AT3G46210,GO:0071051,poly(A)-dependent snoRNA 3'-end processing
AT3G46220,GO:0034976,response to endoplasmic reticulum stress
AT3G46220,GO:0061709,reticulophagy
AT3G46220,GO:0071569,protein ufmylation
AT3G46230,GO:0006457,protein folding
AT3G46230,GO:0009408,response to heat
AT3G46230,GO:0009651,response to salt stress
AT3G46230,GO:0042542,response to hydrogen peroxide
AT3G46230,GO:0051259,protein complex oligomerization
AT3G46230,GO:0071456,cellular response to hypoxia
AT3G46240,,
AT3G46260,GO:0008150,biological_process
AT3G46270,GO:0008150,biological_process
AT3G46280,GO:0042742,defense response to bacterium
AT3G46290,GO:0009741,response to brassinosteroid
AT3G46290,GO:0009826,unidimensional cell growth
AT3G46290,GO:0010183,pollen tube guidance
AT3G46290,GO:0010483,pollen tube reception
AT3G46300,GO:0008150,biological_process
AT3G46310,GO:0008150,biological_process
AT3G46320,GO:0006334,nucleosome assembly
AT3G46320,GO:0009414,response to water deprivation
AT3G46330,GO:0009793,embryo development ending in seed dormancy
AT3G46330,GO:0009960,endosperm development
AT3G46340,GO:0009617,response to bacterium
AT3G46350,GO:0009617,response to bacterium
AT3G46355,GO:1900150,regulation of defense response to fungus
AT3G46360,GO:0008150,biological_process
AT3G46370,GO:0009617,response to bacterium
AT3G46380,GO:0008150,biological_process
AT3G46390,GO:0008150,biological_process
AT3G46400,GO:0009617,response to bacterium
AT3G46410,GO:1900150,regulation of defense response to fungus
AT3G46420,GO:0009617,response to bacterium
AT3G46430,GO:0006950,response to stress
AT3G46430,GO:0006979,response to oxidative stress
AT3G46430,GO:0009409,response to cold
AT3G46430,GO:0009414,response to water deprivation
AT3G46430,GO:0009744,response to sucrose
AT3G46430,GO:0010555,response to mannitol
AT3G46430,GO:0042542,response to hydrogen peroxide
AT3G46430,GO:1902074,response to salt
AT3G46440,GO:0033320,UDP-D-xylose biosynthetic process
AT3G46440,GO:0042732,D-xylose metabolic process
AT3G46440,GO:0045492,xylan biosynthetic process
AT3G46450,,
AT3G46460,GO:0000209,protein polyubiquitination
AT3G46460,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G46460,GO:0016567,protein ubiquitination
AT3G46470,GO:0008150,biological_process
AT3G46480,,
AT3G46490,,
AT3G46500,GO:0008150,biological_process
AT3G46510,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G46510,GO:0007166,cell surface receptor signaling pathway
AT3G46510,GO:0016567,protein ubiquitination
AT3G46510,GO:0042742,defense response to bacterium
AT3G46510,GO:0043066,negative regulation of apoptotic process
AT3G46510,GO:0043069,negative regulation of programmed cell death
AT3G46510,GO:0050777,negative regulation of immune response
AT3G46510,GO:2000028,"regulation of photoperiodism, flowering"
AT3G46520,GO:0007010,cytoskeleton organization
AT3G46520,GO:0048767,root hair elongation
AT3G46530,GO:0006952,defense response
AT3G46530,GO:0009626,plant-type hypersensitive response
AT3G46530,GO:0051707,response to other organism
AT3G46530,GO:0098542,defense response to other organism
AT3G46540,,
AT3G46550,GO:0007155,cell adhesion
AT3G46550,GO:0009651,response to salt stress
AT3G46550,GO:0009738,abscisic acid-activated signaling pathway
AT3G46550,GO:0009825,multidimensional cell growth
AT3G46550,GO:0010192,mucilage biosynthetic process
AT3G46550,GO:0048354,mucilage biosynthetic process involved in seed coat development
AT3G46560,GO:0007005,mitochondrion organization
AT3G46565,GO:0006351,DNA-templated transcription
AT3G46565,GO:0006355,regulation of DNA-templated transcription
AT3G46570,GO:0005975,carbohydrate metabolic process
AT3G46580,GO:0006357,regulation of transcription by RNA polymerase II
AT3G46580,GO:0040029,epigenetic regulation of gene expression
AT3G46590,,
AT3G46600,GO:0006355,regulation of DNA-templated transcription
AT3G46610,GO:0006413,translational initiation
AT3G46610,GO:0009416,response to light stimulus
AT3G46610,GO:0010207,photosystem II assembly
AT3G46610,GO:0032544,plastid translation
AT3G46610,GO:0045727,positive regulation of translation
AT3G46613,GO:0008285,negative regulation of cell population proliferation
AT3G46613,GO:0048367,shoot system development
AT3G46614,,
AT3G46616,GO:0008150,biological_process
AT3G46617,GO:0008150,biological_process
AT3G46620,GO:0009414,response to water deprivation
AT3G46620,GO:0009737,response to abscisic acid
AT3G46620,GO:0016567,protein ubiquitination
AT3G46620,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT3G46620,GO:0051865,protein autoubiquitination
AT3G46630,GO:0009658,chloroplast organization
AT3G46630,GO:1901259,chloroplast rRNA processing
AT3G46640,GO:0000122,negative regulation of transcription by RNA polymerase II
AT3G46640,GO:0006355,regulation of DNA-templated transcription
AT3G46640,GO:0006357,regulation of transcription by RNA polymerase II
AT3G46640,GO:0007623,circadian rhythm
AT3G46640,GO:0010468,regulation of gene expression
AT3G46640,GO:0042752,regulation of circadian rhythm
AT3G46640,GO:0042753,positive regulation of circadian rhythm
AT3G46650,,
AT3G46658,GO:0008150,biological_process
AT3G46660,,
AT3G46666,,
AT3G46668,GO:0008150,biological_process
AT3G46670,,
AT3G46680,GO:0008150,biological_process
AT3G46690,,
AT3G46700,,
AT3G46710,GO:0006952,defense response
AT3G46710,GO:0051707,response to other organism
AT3G46710,GO:0098542,defense response to other organism
AT3G46720,,
AT3G46730,GO:0006952,defense response
AT3G46730,GO:0051707,response to other organism
AT3G46730,GO:0098542,defense response to other organism
AT3G46735,GO:0008150,biological_process
AT3G46740,GO:0006886,intracellular protein transport
AT3G46740,GO:0009657,plastid organization
AT3G46740,GO:0009658,chloroplast organization
AT3G46740,GO:0045036,protein targeting to chloroplast
AT3G46740,GO:0045037,protein import into chloroplast stroma
AT3G46740,GO:0048598,embryonic morphogenesis
AT3G46750,GO:0009737,response to abscisic acid
AT3G46760,GO:0002229,defense response to oomycetes
AT3G46760,GO:0006950,response to stress
AT3G46760,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G46760,GO:0042742,defense response to bacterium
AT3G46760,GO:0051707,response to other organism
AT3G46770,GO:0006355,regulation of DNA-templated transcription
AT3G46780,GO:0007623,circadian rhythm
AT3G46790,GO:0006396,RNA processing
AT3G46790,GO:0009451,RNA modification
AT3G46790,GO:0016071,mRNA metabolic process
AT3G46790,GO:0031425,chloroplast RNA processing
AT3G46790,GO:0031426,polycistronic mRNA processing
AT3G46800,GO:0008150,biological_process
AT3G46810,,
AT3G46820,GO:0071215,cellular response to abscisic acid stimulus
AT3G46830,,
AT3G46840,GO:0006508,proteolysis
AT3G46840,GO:0008150,biological_process
AT3G46845,GO:0008150,biological_process
AT3G46850,GO:0006508,proteolysis
AT3G46850,GO:0008150,biological_process
AT3G46860,GO:0006952,defense response
AT3G46860,GO:0009611,response to wounding
AT3G46870,GO:0008150,biological_process
AT3G46875,,
AT3G46880,,
AT3G46890,,
AT3G46900,GO:0035434,copper ion transmembrane transport
AT3G46900,GO:0098705,copper ion import across plasma membrane
AT3G46910,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G46920,GO:0007165,signal transduction
AT3G46920,GO:0010928,regulation of auxin mediated signaling pathway
AT3G46920,GO:0071365,cellular response to auxin stimulus
AT3G46930,GO:0006970,response to osmotic stress
AT3G46930,GO:0006979,response to oxidative stress
AT3G46930,GO:0007165,signal transduction
AT3G46930,GO:0009414,response to water deprivation
AT3G46930,GO:0009651,response to salt stress
AT3G46930,GO:0009737,response to abscisic acid
AT3G46930,GO:0042742,defense response to bacterium
AT3G46940,GO:0006226,dUMP biosynthetic process
AT3G46940,GO:0006281,DNA repair
AT3G46940,GO:0046081,dUTP catabolic process
AT3G46940,GO:0046104,thymidine metabolic process
AT3G46950,GO:0009658,chloroplast organization
AT3G46960,GO:0000292,RNA fragment catabolic process
AT3G46960,GO:0006401,RNA catabolic process
AT3G46960,GO:0006402,mRNA catabolic process
AT3G46960,GO:0006813,potassium ion transport
AT3G46960,GO:0016441,post-transcriptional gene silencing
AT3G46960,GO:0035864,response to potassium ion
AT3G46960,GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
AT3G46960,GO:1904278,positive regulation of wax biosynthetic process
AT3G46970,GO:0005975,carbohydrate metabolic process
AT3G46970,GO:0005980,glycogen catabolic process
AT3G46970,GO:0009414,response to water deprivation
AT3G46980,GO:0035435,phosphate ion transmembrane transport
AT3G46980,GO:0055085,transmembrane transport
AT3G46990,GO:0042659,regulation of cell fate specification
AT3G46990,GO:2000037,regulation of stomatal complex patterning
AT3G47000,GO:0005975,carbohydrate metabolic process
AT3G47010,GO:0005975,carbohydrate metabolic process
AT3G47010,GO:0009251,glucan catabolic process
AT3G47020,GO:0009408,response to heat
AT3G47020,GO:0010286,heat acclimation
AT3G47020,GO:0016567,protein ubiquitination
AT3G47020,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
AT3G47020,GO:0070921,regulation of siRNA processing
AT3G47020,GO:2000028,"regulation of photoperiodism, flowering"
AT3G47030,,
AT3G47040,GO:0005975,carbohydrate metabolic process
AT3G47040,GO:0009251,glucan catabolic process
AT3G47050,GO:0005975,carbohydrate metabolic process
AT3G47050,GO:0009251,glucan catabolic process
AT3G47060,GO:0006508,proteolysis
AT3G47070,,
AT3G47080,,
AT3G47090,GO:0009617,response to bacterium
AT3G47090,GO:0031349,positive regulation of defense response
AT3G47100,GO:0008150,biological_process
AT3G47110,GO:0009617,response to bacterium
AT3G47110,GO:0023051,regulation of signaling
AT3G47110,GO:0031349,positive regulation of defense response
AT3G47120,GO:0000398,"mRNA splicing, via spliceosome"
AT3G47130,GO:0008150,biological_process
AT3G47140,GO:0008150,biological_process
AT3G47150,GO:0008150,biological_process
AT3G47160,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G47170,GO:0009447,putrescine catabolic process
AT3G47180,GO:0016567,protein ubiquitination
AT3G47180,GO:0046621,negative regulation of organ growth
AT3G47190,,
AT3G47200,,
AT3G47210,,
AT3G47220,GO:0006629,lipid metabolic process
AT3G47220,GO:0007165,signal transduction
AT3G47220,GO:0010286,heat acclimation
AT3G47220,GO:0035556,intracellular signal transduction
AT3G47220,GO:0048015,phosphatidylinositol-mediated signaling
AT3G47220,GO:0051209,release of sequestered calcium ion into cytosol
AT3G47220,GO:0055074,calcium ion homeostasis
AT3G47250,,
AT3G47290,GO:0006629,lipid metabolic process
AT3G47290,GO:0007165,signal transduction
AT3G47290,GO:0035556,intracellular signal transduction
AT3G47290,GO:0048015,phosphatidylinositol-mediated signaling
AT3G47290,GO:0051209,release of sequestered calcium ion into cytosol
AT3G47295,,
AT3G47300,GO:0045454,cell redox homeostasis
AT3G47300,GO:0098869,cellular oxidant detoxification
AT3G47340,GO:0006950,response to stress
